COREF,start_token,end_token,prop,cat,text,COREF_head,chapter
89,40721,40721,PRON,PER,him,Mr Elliot,10
93,40743,40743,PROP,PER,Mary,Mary,10
92,40746,40746,PRON,PER,you,Anne,10
1259,40749,40749,PRON,PER,our,-1,10
89,40751,40752,PROP,PER,Mr Elliot,Mr Elliot,10
92,40757,40757,PRON,PER,you,Anne,10
9,40760,40760,PROP,GPE,Bath,Bath,10
93,40762,40762,PRON,PER,I,Mary,10
93,40764,40764,PRON,PER,my,Mary,10
2237,40764,40765,NOM,PER,my father,-1,10
89,40777,40777,PRON,PER,him,Mr Elliot,10
92,40780,40780,PROP,PER,Anne,Anne,10
92,40793,40793,PRON,PER,she,Anne,10
92,40817,40817,PRON,PER,her,Anne,10
275,40817,40818,NOM,PER,her father,-1,10
92,40824,40824,PRON,PER,she,Anne,10
90,40827,40827,PROP,PER,Elizabeth,Elizabeth,10
92,40833,40833,PRON,PER,she,Anne,10
89,40838,40839,PROP,PER,Mr Elliot,Mr Elliot,10
93,40852,40852,PROP,PER,Mary,Mary,10
373,40856,40856,NOM,FAC,Bath,-1,10
93,40857,40857,PRON,PER,herself,Mary,10
90,40871,40871,PROP,PER,Elizabeth,Elizabeth,10
92,40874,40874,PROP,PER,Anne,Anne,10
1267,40884,40884,PRON,PER,they,-1,10
2522,40888,40888,NOM,PER,Captain,-1,10
140,40890,40891,PROP,PER,Mrs Harville,Mrs Harville,10
155,40893,40894,PROP,PER,Captain Benwick,Captain Benwick,10
1267,40898,40898,PRON,PER,they,-1,10
1267,40903,40903,PRON,PER,their,-1,10
46,40907,40907,PROP,GPE,Lyme,Lyme,10
1267,40909,40909,PRON,PER,They,-1,10
3,40916,40916,PROP,GPE,Uppercross,Uppercross,10
1267,40937,40937,PRON,PER,they,-1,10
92,40940,40940,PROP,PER,Anne,Anne,10
155,40942,40943,PROP,PER,Captain Benwick,Captain Benwick,10
92,40946,40946,PRON,PER,her,Anne,10
1267,40951,40951,PRON,PER,they,-1,10
1269,40956,40957,NOM,FAC,the street,-1,10
1267,40959,40959,PRON,PER,Their,-1,10
155,40967,40967,PRON,PER,him,Captain Benwick,10
92,40970,40970,PRON,PER,her,Anne,10
1267,40974,40974,PRON,PER,they,-1,10
163,40984,40985,PROP,PER,Mr Scott,Mr Scott,10
164,40987,40988,PROP,PER,Lord Byron,Lord Byron,10
1270,41001,41004,NOM,PER,any other two readers,-1,10
1267,41024,41024,PRON,PER,their,-1,10
1271,41024,41025,NOM,PER,their party,-1,10
155,41030,41031,PROP,PER,Captain Benwick,Captain Benwick,10
92,41033,41033,PRON,PER,she,Anne,10
153,41035,41036,PROP,PER,Captain Harville,Captain Harville,10
92,41038,41038,PRON,PER,her,Anne,10
92,41042,41043,PROP,PER,Miss Elliot,Anne,10
155,41047,41047,PRON,PER,he,Captain Benwick,10
92,41054,41054,PRON,PER,you,Anne,10
2722,41062,41064,NOM,PER,that poor fellow,-1,10
155,41069,41069,PRON,PER,I,Captain Benwick,10
155,41071,41071,PRON,PER,he,Captain Benwick,10
155,41082,41082,PRON,PER,him,Captain Benwick,10
155,41084,41084,PRON,PER,I,Captain Benwick,10
155,41092,41092,PRON,PER,he,Captain Benwick,10
1267,41098,41098,PRON,PER,we,-1,10
1267,41101,41101,PRON,PER,We,-1,10
92,41112,41112,PROP,PER,Anne,Anne,10
92,41116,41116,PRON,PER,I,Anne,10
1267,41130,41130,PRON,PER,we,-1,10
155,41142,41142,PRON,PER,you,Captain Benwick,10
153,41146,41147,PROP,PER,Captain Harville,Captain Harville,10
155,41150,41150,PRON,PER,your,Captain Benwick,10
2723,41150,41151,NOM,PER,your friend,-1,10
2724,41156,41158,NOM,PER,a young mourner,-1,10
92,41164,41164,PRON,PER,I,Anne,10
165,41183,41183,PROP,PER,June,June,10
155,41191,41191,PRON,PER,him,Captain Benwick,10
155,41209,41209,PRON,PER,he,Captain Benwick,10
286,41211,41211,NOM,FAC,home,-1,10
53,41213,41214,PROP,LOC,the Cape,the Cape,10
166,41219,41220,PROP,PER,the Grappler,the Grappler,10
92,41222,41222,PRON,PER,I,Anne,10
27,41225,41225,PROP,GPE,Plymouth,Plymouth,10
155,41230,41230,PRON,PER,him,Captain Benwick,10
155,41232,41232,PRON,PER,he,Captain Benwick,10
2726,41238,41239,NOM,PER,the Grappler,-1,10
34,41244,41244,PROP,GPE,Portsmouth,Portsmouth,10
155,41251,41251,PRON,PER,him,Captain Benwick,10
92,41262,41262,PRON,PER,I,Anne,10
2727,41271,41274,NOM,FAC,the yard - arm,-1,10
2232,41276,41276,NOM,PER,Nobody,-1,10
2729,41282,41284,NOM,PER,that good fellow,-1,10
115,41289,41290,PROP,PER,Captain Wentworth,Captain Wentworth,10
22,41294,41295,PROP,PER,The Laconia,the Laconia,10
27,41299,41299,PROP,GPE,Plymouth,Plymouth,10
27,41307,41307,PRON,PER,her,Plymouth,10
671,41311,41311,NOM,LOC,sea,-1,10
155,41314,41314,PRON,PER,He,Captain Benwick,10
155,41316,41316,PRON,PER,his,Captain Benwick,10
155,41340,41340,PRON,PER,he,Captain Benwick,10
34,41343,41343,PROP,GPE,Portsmouth,Portsmouth,10
166,41348,41349,PROP,PER,the Grappler,the Grappler,10
2731,41356,41358,NOM,PER,the poor fellow,-1,10
155,41366,41366,PRON,PER,he,Captain Benwick,10
359,41370,41371,NOM,PER,nobody else,-1,10
91,41375,41376,PROP,PER,poor James,James Stevenson,10
92,41378,41378,PRON,PER,You,Anne,10
92,41382,41383,PROP,PER,Miss Elliot,Anne,10
155,41386,41386,PRON,PER,he,Captain Benwick,10
2733,41390,41390,PRON,PER,us,-1,10
92,41393,41393,PROP,PER,Anne,Anne,10
92,41410,41410,PRON,PER,her,Anne,10
115,41418,41418,PRON,PER,his,Captain Wentworth,10
115,41425,41425,PRON,PER,he,Captain Wentworth,10
115,41437,41437,PRON,PER,he,Captain Wentworth,10
140,41448,41449,PROP,PER,Mrs Harville,Mrs Harville,10
140,41454,41454,PRON,PER,her,Mrs Harville,10
140,41457,41457,PRON,PER,her,Mrs Harville,10
2306,41457,41458,NOM,PER,her husband,-1,10
115,41467,41467,PRON,PER,he,Captain Wentworth,10
286,41469,41469,NOM,FAC,home,-1,10
1274,41483,41483,PRON,PER,their,-1,10
1274,41487,41487,PRON,PER,they,-1,10
1274,41490,41490,PRON,PER,them,-1,10
1274,41492,41492,PRON,PER,their,-1,10
1274,41501,41501,PRON,PER,themselves,-1,10
1274,41505,41505,PRON,PER,their,-1,10
1274,41516,41516,PRON,PER,they,-1,10
47,41519,41520,PROP,LOC,the Cobb,the Cobb,10
47,41531,41531,PRON,FAC,it,the Cobb,10
1127,41535,41535,NOM,PER,all,-1,10
122,41541,41541,PROP,PER,Louisa,Louisa,10
1274,41591,41591,PRON,PER,they,-1,10
2522,41594,41594,NOM,PER,Captain,-1,10
140,41596,41597,PROP,PER,Mrs Harville,Mrs Harville,10
1274,41599,41599,PRON,PER,their,-1,10
155,41607,41608,PROP,PER,Captain Benwick,Captain Benwick,10
1274,41615,41615,PRON,PER,them,-1,10
47,41627,41628,PROP,FAC,the Cobb,the Cobb,10
92,41630,41630,PROP,PER,Anne,Anne,10
155,41632,41633,PROP,PER,Captain Benwick,Captain Benwick,10
92,41637,41637,PRON,PER,her,Anne,10
164,41639,41640,PROP,PER,Lord Byron,Lord Byron,10
1274,41655,41655,PRON,PER,their,-1,10
92,41660,41660,PRON,PER,she,Anne,10
155,41663,41663,PRON,PER,him,Captain Benwick,10
92,41665,41665,PRON,PER,her,Anne,10
1277,41694,41696,NOM,FAC,the new Cobb,-1,10
1180,41699,41700,NOM,PER,the ladies,-1,10
1274,41703,41703,PRON,PER,they,-1,10
1127,41715,41715,NOM,PER,all,-1,10
122,41729,41729,PROP,PER,Louisa,Louisa,10
122,41731,41731,PRON,PER,she,Louisa,10
1280,41736,41736,PRON,PER,them,-1,10
115,41738,41739,PROP,PER,Captain Wentworth,Captain Wentworth,10
1274,41743,41743,PRON,PER,their,-1,10
115,41746,41746,PRON,PER,he,Captain Wentworth,10
122,41751,41751,PRON,PER,her,Louisa,10
122,41761,41761,PRON,PER,her,Louisa,10
122,41769,41769,PRON,PER,her,Louisa,10
115,41773,41773,PRON,PER,him,Captain Wentworth,10
115,41781,41781,PRON,PER,he,Captain Wentworth,10
122,41787,41787,PRON,PER,She,Louisa,10
122,41797,41797,PRON,PER,her,Louisa,10
115,41810,41810,PRON,PER,He,Captain Wentworth,10
122,41812,41812,PRON,PER,her,Louisa,10
115,41825,41825,PRON,PER,he,Captain Wentworth,10
122,41832,41832,PRON,PER,she,Louisa,10
115,41838,41838,PRON,PER,I,Captain Wentworth,10
115,41841,41841,PRON,PER,I,Captain Wentworth,10
115,41845,41845,PRON,PER,he,Captain Wentworth,10
115,41848,41848,PRON,PER,his,Captain Wentworth,10
122,41851,41851,PRON,PER,she,Louisa,10
122,41860,41860,PRON,PER,she,Louisa,10
55,41866,41868,PROP,FAC,the Lower Cobb,the Lower Cobb,10
122,41889,41889,PRON,PER,her,Louisa,10
122,41894,41894,PRON,PER,she,Louisa,10
122,41898,41898,PRON,PER,her,Louisa,10
1281,41910,41913,NOM,PER,all who stood around,-1,10
115,41915,41916,PROP,PER,Captain Wentworth,Captain Wentworth,10
122,41921,41921,PRON,PER,her,Louisa,10
122,41926,41926,PRON,PER,her,Louisa,10
115,41928,41928,PRON,PER,his,Captain Wentworth,10
122,41933,41933,PRON,PER,her,Louisa,10
122,41940,41940,PRON,PER,her,Louisa,10
122,41950,41950,PRON,PER,She,Louisa,10
122,41954,41954,PRON,PER,she,Louisa,10
93,41960,41960,PROP,PER,Mary,Mary,10
93,41965,41965,PRON,PER,her,Mary,10
2306,41965,41966,NOM,PER,her husband,-1,10
2306,41971,41971,PRON,PER,his,-1,10
2306,41976,41976,PRON,PER,him,-1,10
121,41984,41984,PROP,PER,Henrietta,Henrietta,10
121,41992,41992,PRON,PER,her,Henrietta,10
155,42006,42007,PROP,PER,Captain Benwick,Captain Benwick,10
92,42009,42009,PROP,PER,Anne,Anne,10
121,42015,42015,PRON,PER,her,Henrietta,10
1283,42017,42017,PRON,PER,them,-1,10
480,42022,42023,NOM,PER,no one,-1,10
115,42026,42026,PRON,PER,me,Captain Wentworth,10
115,42036,42037,PROP,PER,Captain Wentworth,Captain Wentworth,10
115,42049,42049,PRON,PER,his,Captain Wentworth,10
115,42058,42058,PRON,PER,him,Captain Wentworth,10
115,42062,42062,PRON,PER,him,Captain Wentworth,10
92,42066,42066,PROP,PER,Anne,Anne,10
115,42075,42075,PRON,PER,him,Captain Wentworth,10
92,42077,42077,PRON,PER,I,Anne,10
223,42080,42080,PRON,PER,her,-1,10
92,42081,42081,PRON,PER,myself,Anne,10
92,42084,42084,PRON,PER,me,Anne,10
115,42089,42089,PRON,PER,him,Captain Wentworth,10
223,42092,42092,PRON,PER,her,-1,10
223,42096,42096,PRON,PER,her,-1,10
155,42110,42111,PROP,PER,Captain Benwick,Captain Benwick,10
95,42115,42115,PROP,PER,Charles,Charles,10
95,42122,42122,PRON,PER,himself,Charles,10
95,42124,42124,PRON,PER,his,Charles,10
223,42124,42125,NOM,PER,his wife,-1,10
1285,42127,42127,PRON,PER,they,-1,10
95,42131,42131,PRON,PER,him,Charles,10
122,42134,42134,PROP,PER,Louisa,Louisa,10
1285,42143,42143,PRON,PER,them,-1,10
92,42150,42150,PROP,PER,Anne,Anne,10
115,42159,42160,PROP,PER,Captain Wentworth,Captain Wentworth,10
115,42167,42167,PRON,PER,his,Captain Wentworth,10
141,42176,42177,PROP,PER,Oh God,God,10
223,42179,42179,PRON,PER,her,-1,10
275,42179,42180,NOM,PER,her father,-1,10
474,42182,42182,NOM,PER,mother,-1,10
2737,42186,42187,NOM,PER,A surgeon,-1,10
92,42191,42191,PROP,PER,Anne,Anne,10
95,42193,42193,PRON,PER,He,Charles,10
95,42202,42202,PRON,PER,him,Charles,10
2737,42214,42215,NOM,PER,a surgeon,-1,11
92,42225,42225,PROP,PER,Anne,Anne,11
155,42229,42230,PROP,PER,Captain Benwick,Captain Benwick,11
155,42238,42239,PROP,PER,Captain Benwick,Captain Benwick,11
155,42241,42241,PRON,PER,He,Captain Benwick,11
2737,42244,42245,NOM,PER,a surgeon,-1,11
1286,42252,42256,NOM,PER,Every one capable of thinking,-1,11
155,42277,42278,PROP,PER,Captain Benwick,Captain Benwick,11
868,42289,42290,NOM,PER,the brother,-1,11
1095,42298,42299,NOM,GPE,the town,-1,11
1289,42307,42311,NOM,PER,the wretched party left behind,-1,11
1290,42320,42326,NOM,PER,"the three , who were completely rational",-1,11
115,42332,42333,PROP,PER,Captain Wentworth,Captain Wentworth,11
92,42335,42335,PROP,PER,Anne,Anne,11
95,42338,42338,PROP,PER,Charles,Charles,11
1291,42343,42346,NOM,PER,a very affectionate brother,-1,11
122,42350,42350,PROP,PER,Louisa,Louisa,11
95,42360,42360,PRON,PER,his,Charles,11
1292,42363,42364,NOM,PER,one sister,-1,11
95,42383,42383,PRON,PER,his,Charles,11
223,42383,42384,NOM,PER,his wife,-1,11
95,42388,42388,PRON,PER,him,Charles,11
95,42392,42392,PRON,PER,he,Charles,11
92,42397,42397,PROP,PER,Anne,Anne,11
121,42415,42415,PROP,PER,Henrietta,Henrietta,11
360,42427,42428,NOM,PER,the others,-1,11
93,42433,42433,PROP,PER,Mary,Mary,11
95,42437,42437,PROP,PER,Charles,Charles,11
115,42444,42445,PROP,PER,Captain Wentworth,Captain Wentworth,11
1295,42447,42447,NOM,PER,Both,-1,11
92,42452,42452,PRON,PER,her,Anne,11
92,42457,42457,PROP,PER,Anne,Anne,11
92,42459,42459,PROP,PER,Anne,Anne,11
95,42463,42463,PROP,PER,Charles,Charles,11
115,42487,42488,PROP,PER,Captain Wentworth,Captain Wentworth,11
92,42495,42495,PRON,PER,her,Anne,11
121,42500,42500,PRON,PER,she,Henrietta,11
1159,42505,42506,NOM,FAC,the inn,-1,11
115,42510,42510,PRON,PER,I,Captain Wentworth,11
121,42515,42515,PRON,PER,her,Henrietta,11
1159,42518,42519,NOM,FAC,the inn,-1,11
1159,42528,42529,NOM,FAC,the inn,-1,11
115,42533,42534,PROP,PER,Captain Wentworth,Captain Wentworth,11
115,42547,42547,PRON,PER,I,Captain Wentworth,11
121,42550,42550,PRON,PER,her,Henrietta,11
115,42551,42551,PRON,PER,myself,Captain Wentworth,11
95,42553,42553,PROP,PER,Musgrove,Charles,11
360,42558,42559,NOM,PER,the others,-1,11
1296,42573,42574,NOM,PER,the workmen,-1,11
1297,42576,42576,NOM,PER,boatmen,-1,11
47,42578,42579,PROP,LOC,the Cobb,the Cobb,11
1253,42582,42582,NOM,PER,many,-1,11
47,42586,42586,PRON,PER,them,the Cobb,11
1299,42603,42606,NOM,PER,a dead young lady,-1,11
1300,42610,42613,NOM,PER,two dead young ladies,-1,11
1301,42627,42636,NOM,PER,some of the best - looking of these good people,-1,11
1302,42634,42636,NOM,PER,these good people,-1,11
121,42637,42637,PROP,PER,Henrietta,Henrietta,11
121,42647,42647,PRON,PER,she,Henrietta,11
92,42657,42657,PROP,PER,Anne,Anne,11
121,42660,42660,PRON,PER,her,Henrietta,11
95,42664,42664,PROP,PER,Charles,Charles,11
95,42667,42667,PRON,PER,his,Charles,11
223,42667,42668,NOM,PER,his wife,-1,11
1304,42670,42670,PRON,PER,they,-1,11
1304,42697,42697,PRON,PER,they,-1,11
1304,42702,42702,PRON,PER,They,-1,11
47,42706,42707,PROP,FAC,the Cobb,the Cobb,11
154,42710,42711,PROP,PER,the Harvilles,the Harvilles,11
1304,42713,42713,PRON,PER,them,-1,11
155,42715,42716,PROP,PER,Captain Benwick,Captain Benwick,11
1304,42722,42722,PRON,PER,their,-1,11
1305,42722,42723,NOM,FAC,their house,-1,11
1304,42736,42736,PRON,PER,they,-1,11
1304,42746,42746,PRON,PER,they,-1,11
153,42755,42756,PROP,PER,Captain Harville,Captain Harville,11
153,42759,42759,PRON,PER,he,Captain Harville,11
153,42774,42774,PRON,PER,him,Captain Harville,11
153,42776,42776,PRON,PER,his,Captain Harville,11
223,42776,42777,NOM,PER,his wife,-1,11
223,42785,42785,PRON,PER,She,-1,11
1304,42790,42790,PRON,PER,their,-1,11
1305,42790,42791,NOM,FAC,their house,-1,11
1127,42793,42793,NOM,PER,all,-1,11
1304,42797,42797,PRON,PER,their,-1,11
1305,42797,42798,NOM,FAC,their house,-1,11
1310,42802,42803,NOM,PER,the surgeon,-1,11
1304,42808,42808,PRON,PER,They,-1,11
153,42815,42815,PRON,PER,he,Captain Harville,11
1304,42819,42819,PRON,PER,they,-1,11
153,42823,42823,PRON,PER,his,Captain Harville,11
122,42828,42828,PROP,PER,Louisa,Louisa,11
140,42831,42832,PROP,PER,Mrs Harville,Mrs Harville,11
758,42839,42839,NOM,FAC,stairs,-1,11
122,42845,42845,PRON,PER,her,Louisa,11
122,42857,42857,PRON,PER,her,Louisa,11
2306,42857,42858,NOM,PER,her husband,-1,11
1304,42863,42863,PRON,PER,them,-1,11
122,42865,42865,PROP,PER,Louisa,Louisa,11
122,42869,42869,PRON,PER,her,Louisa,11
122,42895,42895,PRON,PER,her,Louisa,11
477,42895,42896,NOM,PER,her sister,-1,11
121,42899,42899,PROP,PER,Henrietta,Henrietta,11
791,42907,42909,NOM,FAC,the same room,-1,11
122,42911,42911,PROP,PER,Louisa,Louisa,11
121,42928,42928,PRON,PER,her,Henrietta,11
93,42932,42932,PROP,PER,Mary,Mary,11
1310,42940,42941,NOM,PER,The surgeon,-1,11
1304,42944,42944,PRON,PER,them,-1,11
1304,42952,42952,PRON,PER,They,-1,11
1310,42959,42959,PRON,PER,he,-1,11
1310,42963,42963,PRON,PER,he,-1,11
1310,42977,42977,PRON,PER,he,-1,11
1310,42985,42985,PRON,PER,he,-1,11
1310,42992,42992,PRON,PER,he,-1,11
1310,42997,42997,PRON,PER,he,-1,11
1310,43008,43008,PRON,PER,he,-1,11
141,43072,43072,PROP,PER,God,God,11
115,43078,43079,PROP,PER,Captain Wentworth,Captain Wentworth,11
92,43081,43081,PROP,PER,Anne,Anne,11
92,43089,43089,PRON,PER,her,Anne,11
115,43095,43095,PRON,PER,him,Captain Wentworth,11
115,43099,43099,PRON,PER,he,Captain Wentworth,11
115,43123,43123,PRON,PER,his,Captain Wentworth,11
1304,43134,43134,PRON,PER,them,-1,11
122,43136,43136,PROP,PER,Louisa,Louisa,11
543,43156,43157,NOM,PER,the party,-1,11
1304,43169,43169,PRON,PER,their,-1,11
1304,43173,43173,PRON,PER,They,-1,11
490,43180,43181,NOM,PER,each other,-1,11
122,43186,43186,PROP,PER,Louisa,Louisa,11
122,43190,43190,PRON,PER,she,Louisa,11
122,43196,43196,PRON,PER,her,Louisa,11
239,43196,43197,NOM,PER,her friends,-1,11
154,43201,43202,PROP,PER,the Harvilles,the Harvilles,11
122,43213,43213,PRON,PER,Her,Louisa,11
154,43218,43219,PROP,PER,The Harvilles,the Harvilles,11
1304,43229,43229,PRON,PER,they,-1,11
1304,43235,43235,PRON,PER,They,-1,11
360,43243,43244,NOM,PER,the others,-1,11
155,43249,43250,PROP,PER,Captain Benwick,Captain Benwick,11
155,43254,43254,PRON,PER,his,Captain Benwick,11
1320,43254,43255,NOM,FAC,his room,-1,11
1304,43257,43257,PRON,PER,them,-1,11
1304,43271,43271,PRON,PER,They,-1,11
311,43276,43277,NOM,FAC,the house,-1,11
614,43290,43291,NOM,PER,the children,-1,11
2745,43294,43295,NOM,PER,the maid,-1,11
2746,43294,43297,NOM,FAC,the maid 's room,-1,11
1304,43306,43306,PRON,PER,they,-1,11
1322,43317,43320,NOM,PER,two or three besides,-1,11
1304,43323,43323,PRON,PER,they,-1,11
122,43337,43338,PROP,PER,Miss Musgrove,Louisa,11
122,43349,43349,PRON,PER,her,Louisa,11
140,43351,43352,PROP,PER,Mrs Harville,Mrs Harville,11
1323,43351,43354,NOM,FAC,Mrs Harville 's care,-1,11
140,43357,43358,PROP,PER,Mrs Harville,Mrs Harville,11
1324,43360,43363,NOM,PER,a very experienced nurse,-1,11
140,43366,43366,PRON,PER,her,Mrs Harville,11
1325,43366,43383,NOM,PER,"her nursery - maid , who had lived with her long , and gone about with her everywhere",-1,11
140,43375,43375,PRON,PER,her,Mrs Harville,11
140,43382,43382,PRON,PER,her,Mrs Harville,11
122,43394,43394,PRON,PER,she,Louisa,11
95,43419,43419,PROP,PER,Charles,Charles,11
121,43421,43421,PROP,PER,Henrietta,Henrietta,11
115,43424,43425,PROP,PER,Captain Wentworth,Captain Wentworth,11
1326,43427,43428,NOM,PER,the three,-1,11
3,43448,43448,PROP,GPE,Uppercross,Uppercross,11
954,43453,43454,NOM,PER,some one,-1,11
3,43458,43458,PROP,GPE,Uppercross,Uppercross,11
95,43472,43475,PROP,PER,Mr and Mrs Musgrove,Charles,11
1327,43488,43488,PRON,PER,they,-1,11
1327,43507,43507,PRON,PER,they,-1,11
115,43526,43527,PROP,PER,Captain Wentworth,Captain Wentworth,11
115,43530,43530,PRON,PER,himself,Captain Wentworth,11
1327,43534,43534,PRON,PER,We,-1,11
954,43552,43553,NOM,PER,Some one,-1,11
3,43560,43560,PROP,GPE,Uppercross,Uppercross,11
95,43563,43563,PROP,PER,Musgrove,Charles,11
95,43566,43566,PRON,PER,you,Charles,11
115,43568,43568,PRON,PER,I,Captain Wentworth,11
95,43573,43573,PROP,PER,Charles,Charles,11
95,43578,43578,PRON,PER,his,Charles,11
95,43585,43585,PRON,PER,He,Charles,11
2522,43594,43594,NOM,PER,Captain,-1,11
140,43596,43597,PROP,PER,Mrs Harville,Mrs Harville,11
95,43603,43603,PRON,PER,his,Charles,11
801,43603,43604,NOM,PER,his sister,-1,11
95,43610,43610,PRON,PER,he,Charles,11
121,43624,43624,PROP,PER,Henrietta,Henrietta,11
121,43631,43631,PRON,PER,She,Henrietta,11
121,43645,43645,PRON,PER,her,Henrietta,11
121,43648,43648,PRON,PER,She,Henrietta,11
122,43657,43657,PROP,PER,Louisa,Louisa,11
1330,43657,43659,NOM,FAC,Louisa 's room,-1,11
122,43665,43665,PRON,PER,her,Louisa,11
121,43671,43671,PRON,PER,her,Henrietta,11
121,43676,43676,PRON,PER,She,Henrietta,11
121,43682,43682,PRON,PER,she,Henrietta,11
121,43703,43703,PRON,PER,her,Henrietta,11
275,43703,43704,NOM,PER,her father,-1,11
474,43706,43706,NOM,PER,mother,-1,11
121,43708,43708,PRON,PER,she,Henrietta,11
121,43713,43713,PRON,PER,she,Henrietta,11
121,43716,43716,PRON,PER,she,Henrietta,11
286,43722,43722,NOM,FAC,home,-1,11
92,43732,43732,PROP,PER,Anne,Anne,11
122,43738,43738,PROP,PER,Louisa,Louisa,11
1330,43738,43740,NOM,FAC,Louisa 's room,-1,11
122,43762,43762,PROP,PER,Musgrove,Louisa,11
115,43766,43767,PROP,PER,Captain Wentworth,Captain Wentworth,11
122,43771,43771,PRON,PER,you,Louisa,11
115,43776,43776,PRON,PER,I,Captain Wentworth,11
122,43780,43780,PRON,PER,your,Louisa,11
2370,43780,43781,NOM,PER,your sister,-1,11
286,43782,43782,NOM,FAC,home,-1,11
253,43796,43796,NOM,PER,one,-1,11
140,43800,43801,PROP,PER,Mrs Harville,Mrs Harville,11
115,43803,43803,PRON,PER,I,Captain Wentworth,11
95,43811,43813,PROP,PER,Mrs Charles Musgrove,Charles,11
140,43824,43824,PRON,PER,her,Mrs Harville,11
240,43824,43825,NOM,PER,her children,-1,11
92,43829,43829,PROP,PER,Anne,Anne,11
480,43833,43834,NOM,PER,no one,-1,11
92,43841,43841,PROP,PER,Anne,Anne,11
1335,43844,43844,PRON,PER,She,-1,11
1335,43855,43855,PRON,PER,herself,-1,11
1336,43860,43862,NOM,PER,The other two,-1,11
115,43867,43867,PRON,PER,he,Captain Wentworth,11
1335,43871,43871,PRON,PER,she,-1,11
1335,43876,43876,PRON,PER,You,-1,11
115,43880,43880,PRON,PER,I,Captain Wentworth,11
1335,43884,43884,PRON,PER,you,-1,11
1335,43889,43889,PRON,PER,her,-1,11
115,43893,43893,PRON,PER,he,Captain Wentworth,11
1335,43897,43897,PRON,PER,her,-1,11
1335,43916,43916,PRON,PER,She,-1,11
115,43921,43921,PRON,PER,he,Captain Wentworth,11
115,43923,43923,PRON,PER,himself,Captain Wentworth,11
1335,43928,43928,PRON,PER,She,-1,11
1335,43930,43930,PRON,PER,herself,-1,11
1335,43944,43944,PRON,PER,she,-1,11
2754,43958,43966,NOM,FAC,A bed on the floor in Louisa 's room,-1,11
122,43964,43964,PROP,PER,Louisa,Louisa,11
1330,43964,43966,NOM,FAC,Louisa 's room,-1,11
122,43971,43971,PRON,PER,her,Louisa,11
140,43974,43975,PROP,PER,Mrs Harville,Mrs Harville,11
1337,43997,43997,PROP,PER,Mr,Mr,11
95,43999,44000,PROP,PER,Mrs Musgrove,Charles,11
1338,44021,44021,PRON,PER,them,-1,11
115,44033,44034,PROP,PER,Captain Wentworth,Captain Wentworth,11
95,44038,44039,PROP,PER,Charles Musgrove,Charles,11
115,44049,44049,PRON,PER,him,Captain Wentworth,11
1159,44055,44056,NOM,FAC,the inn,-1,11
95,44060,44061,PROP,PER,Mr Musgrove,Charles,11
1340,44060,44063,NOM,VEH,Mr Musgrove 's carriage,-1,11
286,44069,44069,NOM,FAC,home,-1,11
122,44087,44087,PROP,PER,Louisa,Louisa,11
115,44091,44092,PROP,PER,Captain Wentworth,Captain Wentworth,11
115,44101,44101,PRON,PER,his,Captain Wentworth,11
1342,44110,44112,NOM,PER,the two ladies,-1,11
93,44121,44121,PROP,PER,Mary,Mary,11
93,44135,44135,PRON,PER,She,Mary,11
92,44156,44156,PROP,PER,Anne,Anne,11
92,44158,44158,PROP,PER,Anne,Anne,11
122,44164,44164,PROP,PER,Louisa,Louisa,11
92,44167,44167,PRON,PER,she,Anne,11
92,44169,44169,PRON,PER,her,Anne,11
477,44169,44170,NOM,PER,her sister,-1,11
121,44180,44180,PROP,PER,Henrietta,Henrietta,11
1344,44180,44182,NOM,FAC,Henrietta 's stead,-1,11
93,44187,44187,PRON,PER,she,Mary,11
92,44193,44193,PROP,PER,Anne,Anne,11
286,44198,44198,NOM,FAC,home,-1,11
95,44200,44200,PROP,PER,Charles,Charles,11
93,44205,44205,PRON,PER,her,Mary,11
2306,44205,44206,NOM,PER,her husband,-1,11
93,44219,44219,PRON,PER,she,Mary,11
93,44223,44223,PRON,PER,her,Mary,11
2306,44223,44224,NOM,PER,her husband,-1,11
1348,44231,44234,NOM,PER,none of the others,-1,11
360,44233,44234,NOM,PER,the others,-1,11
2306,44238,44238,PRON,PER,he,-1,11
93,44252,44252,PROP,PER,Mary,Mary,11
92,44254,44254,PROP,PER,Anne,Anne,11
92,44258,44258,PROP,PER,Anne,Anne,11
93,44273,44273,PROP,PER,Mary,Mary,11
1350,44282,44282,PRON,PER,they,-1,11
1095,44286,44287,NOM,GPE,the town,-1,11
95,44289,44289,PROP,PER,Charles,Charles,11
95,44293,44293,PRON,PER,his,Charles,11
801,44293,44294,NOM,PER,his sister,-1,11
155,44297,44298,PROP,PER,Captain Benwick,Captain Benwick,11
92,44301,44301,PRON,PER,her,Anne,11
93,44303,44303,PRON,PER,She,Mary,11
1350,44311,44311,PRON,PER,they,-1,11
1353,44320,44322,NOM,PER,the same spots,-1,11
93,44331,44331,PRON,PER,she,Mary,11
121,44335,44335,PROP,PER,Henrietta,Henrietta,11
152,44339,44340,PROP,PER,Dr Shirley,Dr Shirley,11
3,44343,44343,PROP,GPE,Uppercross,Uppercross,11
93,44348,44348,PRON,PER,she,Mary,11
89,44352,44353,PROP,PER,Mr Elliot,Mr Elliot,11
1354,44365,44366,NOM,PER,any one,-1,11
